endpoint,endpoint-url,parameters,plugin,entry-date,start-date,end-date
6b005b75a800e8a3254217887601bc74f0b0b885d61139f048c093a37b971cd9,https://raw.githubusercontent.com/digital-land/contribution-funding-status-collection/main/data/contribution-funding-status.csv,,,2021-09-10,,
